Name,Address,Rating [1-5],Price Level [1-4]
Bill's Restaurant,"155 Ontario St, Cohoes, NY 12047",4.6,1
Innovo Kitchen,"1214 Troy-Schenectady Rd, Latham, NY 12110",4.4,2
Otis & Oliver's,"30 Mill Rd, Latham, NY 12110",4.6,2
El Charro,"952 Troy-Schenectady Rd, Latham, NY 12110",4.4,1
The Century House Restaurant,"997 Loudon Rd, Latham, NY 12110",4.5,N/A
Teta Marie's lebanese restaurant,"93 Ontario St, Cohoes, NY 12047",4.6,1
Donnie Magoo's Restaurant,"165 Remsen St, Cohoes, NY 12047",4,N/A
Bubble's Restaurant,"150 S Central Ave, Mechanicville, NY 12118",4.5,1
Babes Cafe And Catering,"38 1/2 Bedford Street, Cohoes, NY 12047",4.7,1
Bangkok Kitchen,"1207 Troy-Schenectady Rd, Latham, NY 12110",4.7,2
M Cafe,"1754 State St, Schenectady, NY 12304",4.5,N/A
Scotti's Restaurant & Pizzeria,"1730 Union St # 4, Schenectady, NY 12309",4.7,2
Charleston 4 Corners Store,"1957 NY-162, Sprakers, NY 12166",0,N/A
South 30 Diner,"5854 NY-30, Amsterdam, NY 12010",4.5,1
Dairy Carnival,"3673 US-20, Sloansville, NY 12160",4.8,N/A
Delmar Bistro,"180 Delaware Ave, Delmar, NY 12054",4.6,2
Sawa Sushi Bistro,"392 Feura Bush Rd, Glenmont, NY 12077",4.8,2
My Place & Company,"241 Delaware Ave, Delmar, NY 12054",4.3,1
Taj Fine Indian Cuisine,"365 Feura Bush Rd, Glenmont, NY 12077",4.4,2
Chontong Thai Restaurant,"155 Delaware Ave, Delmar, NY 12054",4.6,1
SUDY THAI,"180 Delaware Plaza, Delmar, NY 12054",4.7,N/A
Los Panchos,"180 Delaware Ave, Delmar, NY 12054",4.4,N/A
Shalimar Delmar,"180 Delaware Ave, Delmar, NY 12054",4.4,2
Mancuso's Luncheonette,"160 Delaware Ave #7, Delmar, NY 12054",4.9,N/A
Tool's Restaurant,"283 Delaware Ave, Delmar, NY 12054",4.3,1
Extra Napkin Burger-Grill-Salad-Pizza,"159 Delaware Ave, Delmar, NY 12054",4.3,2
Moe's Southwest Grill,"380 Feura Bush Rd, Glenmont, NY 12077",3.6,1
Spirit's Restaurant,"308 N Comrie Ave, Johnstown, NY 12095",4.6,N/A
Romana's Italian Kitchen,"219 N Comrie Ave, Johnstown, NY 12095",4.3,2
308 Prime,"308 N Comrie Ave, Johnstown, NY 12095",4,N/A
Applebee's Grill + Bar,"223 N Comrie Ave, Johnstown, NY 12095",3.9,2
Railside Cafe,"454 N Perry St, Johnstown, NY 12095",4.7,1
Sam's Seafood Steakhouse,"281 N Comrie Ave, Johnstown, NY 12095",4.3,2
Vintage Cafe,"21 W Main St, Johnstown, NY 12095",4.7,1
Taco 29,"36 Church St, Canajoharie, NY 13317",4.6,N/A
Gino's Restaurant,"49 Church St, Canajoharie, NY 13317",4.3,1
Tinney's Tavern,"498 Lake Desolation Rd, Middle Grove, NY 12850",4.7,1
The Cock 'n Bull Restaurant,"5342 Parkis Mills Rd, Galway, NY 12074",4.5,2
The Dugout Galway,"5049 Sacandaga Rd, Galway, NY 12074",4.5,N/A
Justin's Pizza,"3775 Lewis Rd, Ballston Spa, NY 12020",4,1
Dyad Wine Bar,"16 Hudson St, Kinderhook, NY 12106",4.6,2
Sundaes Restaurant And Tasty Freeze,"36422 NY-23, Grand Gorge, NY 12434",4.4,1
The Horseshoe Cafe,"2102 NY-30, North Blenheim, NY 12131",4.9,N/A
Prattsville Diner,"14582 NY-23, Prattsville, NY 12468",4.4,1
Pizza Plus,"37249 NY-23, Grand Gorge, NY 12434",4.3,1
Bistro Brie & Bordeaux,"5386 NY-23, Windham, NY 12496",4.2,3
Brandywine,"11157 NY-23, Windham, NY 12496",4.4,2
Chicken Run Family Restaurant and Steak House,"5639 NY-23, Windham, NY 12496",4.4,2
The Old Mill,"2318 Co Rd 41, Roxbury, NY 12474",4.2,N/A
The Windham Local,"5410 NY-23, Windham, NY 12496",4.5,N/A
Vesuvio Restaurant,"49 Co Rd 65, Hensonville, NY 12439",4.3,2
WINDHAM DINER,"5339 NY-23, Windham, NY 12496",4.5,1
Millrock Restaurant,"5398 NY-23, Windham, NY 12496",4.7,2
The Fierce Grizzly,"53530 NY-30, Roxbury, NY 12474",4.8,N/A
Lilly's Steaks & Cocktails,"5335 NY-23, Windham, NY 12496",4.2,N/A
Qin-Fang Garden Restaurant,"5448 NY-23, Windham, NY 12496",4.6,N/A
Shephard Hills Tavern,"Sheppard Hill Rd, Roxbury, NY 12474",4.5,N/A
Chappie's,"53535 NY-30, Roxbury, NY 12474",4.2,1
Tap House Grille,"5359 NY-23, Windham, NY 12496",4.2,N/A
Tavern 23,"5220 NY-23, Windham, NY 12496",3.9,N/A
Asian Delight,"50 Elmwood Ave # 1, Gloversville, NY 12078",4.3,1
MT.Fuji Japanese Restaurant,"65 Arterial Plaza, Gloversville, NY 12078",4.6,2
Tommy's Pizza,"3991 NY-2, Cropseyville, NY 12052",3.7,N/A
Subway,"4744 NY-7, Hoosick Falls, NY 12090",3.5,1
Green Hill Cafe Pizzeria,"5915 NY-81, Norton Hill, NY 12083",4.6,1
Best Wok,"241 Main St, Cairo, NY 12413",3.6,N/A
Mateo's Pizza,"247 Main St, Cairo, NY 12413",4.5,N/A
Freehold Country Pub,"3667 Co Rd 67, Freehold, NY 12431",4.5,N/A
Mazadar Mediterranean Kitchen,"1839 Central Ave, Albany, NY 12205",4.6,1
Everyday's Restaurant,"2012 Central Ave, Albany, NY 12205",4.3,1
DeMarco's Restaurant,"1965 Central Ave, Albany, NY 12205",4.4,2
Aria kabab,"1647 Central Ave, Colonie, NY 12205",4.6,N/A
Buca di Beppo Italian Restaurant,"44 Wolf Rd, Colonie, NY 12205",4.1,2
Bon Appetit Cafe,"80 Wolf Rd, Albany, NY 12205",4.9,N/A
Halfway House Tavern,"26 Main St, Ravena, NY 12143",4.5,1
421 Craft Bar and Kitchen,"421 Main St, Bennington, VT 05201",4.5,N/A
Bennington Pizza House,"430 Main St, Bennington, VT 05201",4.1,2
Blue Benn,"314 North St, Bennington, VT 05201",4.6,1
Bevis Bistro,"400 Main St, Bennington, VT 05201",5,N/A
Sunny Side Diner,"241 VT-9, Bennington, VT 05201",4.5,1
Bennington Avocado pit,"201 South St, Bennington, VT 05201",4.4,N/A
Street Eats,"160 Benmont Ave, Bennington, VT 05201",5,N/A
Fuji,"132 Northside Dr, Bennington, VT 05201",4.6,2
Paula's Country Kitchen,"1636 Burden Lake Rd, Averill Park, NY 12018",4.5,N/A
Rubbin Butts Bar-B-Q,"116 Caverns Rd, Howes Cave, NY 12092",3.6,2
T P's Cafe,"7 Railroad Ave, Stamford, NY 12167",4.8,1
Mac-A-Doodles,"33 Harper St, Stamford, NY 12167",4.6,1
Mirabito Cafe Express,"1028 E Main St, Hobart, NY 13788",4,N/A
Subway,"1028 E Main St, Hobart, NY 13788",3.8,1
The Hidden Inn,"10860 Co Rd 18, South Kortright, NY 13842",4.8,N/A
Subway,"Route 4 And 67, Schaghticoke, NY 12154",3.9,1
BENEVOLENCE CAFE,"32 124th St, Troy, NY 12182",0,N/A
Di Famiglia,"310 Oakwood Ave, Troy, NY 12182",4.7,N/A
Brothers Pizza,"609 Western Turnpike, Altamont, NY 12009",4.1,N/A
Indian Lake Restaurant,"6296 NY-30, Indian Lake, NY 12842",4.5,2
Bear Trap,"6453 NY-30, Indian Lake, NY 12842",4.4,1
Willie's BBQ,"6325 NY-28, Indian Lake, NY 12842",4.5,N/A
Puterko's Family Pizzeria,"6240 NY-30, Indian Lake, NY 12842",4.6,1
Logan's Bar & Grill,"2890 NY-8, Speculator, NY 12164",4.4,2
Inn At Speculator,"2828 NY-8, Speculator, NY 12164",4.4,2
Sunrise Diner,"2884 NY-30, Speculator, NY 12164",4.6,1
Acorn Pub & Eatery,"141 Novosel Way, Speculator, NY 12164",4.4,N/A
King of the Frosties,"NY-30, Speculator, NY 12164",4.5,1
The Log House Restaurant and Pub,"39 Garnet Hill Road, North River, NY 12856",4.6,N/A
Oxbow Inn,"1815 NY-8, Lake Pleasant, NY 12108",4.6,N/A
Mountainside Smokehouse & Grill,"5074 NY-28, Old Forge, NY 13420",4.5,2
Long View Lodge Restaurant,"681 Deerland Rd, Long Lake, NY 12847",4.8,N/A
Over Rock Cafe,"1529 NY-30, Wells, NY 12190",4.5,1
Basil and Wick's,"3195 NY-28, North Creek, NY 12853",4.3,2
Marsha's Family Restaurant,"268 Main St, North Creek, NY 12853",4.3,1
The Caboose,"151 NY-28, Inlet, NY 13360",4.6,N/A
The Overlook,"148 NY-28, Inlet, NY 13360",2.5,N/A
Billy's Restaurant,"3047 NY-28, Old Forge, NY 13420",4.6,2
Milano,"594 Loudon Rd, Latham, NY 12110",4.1,2
Four Brothers Pizza Inn Restaurant,"2960 US-9, Valatie, NY 12184",4.3,2
Pizza Trails LLC,"1685 US-9, Castleton-On-Hudson, NY 12033",4.8,N/A
Jackie's Restaurant,"3688 NY-28, Milford, NY 13807",4.6,1
Andres Blue Ribbon BBQ,"6047 NY-7, Oneonta, NY 13820",4.7,N/A
Cabin Pizzeria,"6158 NY-7, Colliersville, NY 13747",4.3,1
Maskot's Pizza and Grill,"4551 NY-28, Cooperstown, NY 13326",4,2
Pop's Place,"4347 NY-28, Milford, NY 13807",4.6,1
Plaza Diner,"5536 NY-7, Oneonta, NY 13820",4.3,1
The Depot Restaurant and Tavern,"4 1/2 Railroad Ave, Oneonta, NY 13820",4.4,2
The Hartwick Restaurant,"3496 NY-205, Hartwick, NY 13348",4.3,N/A
Brooks' House of Bar-B-Q,"5560 NY-7, Oneonta, NY 13820",4.4,2
Azul Oneonta NY,"6730 NY-23, Oneonta, NY 13820",4.9,N/A
Our Town Cafe & Pub,"5206 NY-23, Oneonta, NY 13820",4.3,N/A
Indian Grill Oneonta NY,"214 Main St, Oneonta, NY 13820",4.6,N/A
Mills Dining Hall,"Mills Hall, Oneonta, NY 13820",3.1,N/A
"Humphrey's Gourmet to Go, Inc.","437 Main St, Oneonta, NY 13820",4.3,2
Bella Michael's Restaurant,"57 River St, Oneonta, NY 13820",4.5,2
Broad Street Grill,"55 Market St, Oneonta, NY 13820",3.2,N/A
Toscana Northern Italian Grill,"76 Chestnut St, Oneonta, NY 13820",4.7,2
Arby's,"5526 NY-7, Oneonta, NY 13820",4,1
The Mouzon House,"1 York St, Saratoga Springs, NY 12866",4.6,3
Brasserie Benelux,"390 Broadway A, Saratoga Springs, NY 12866",4.6,N/A
Hattie's Restaurant,"45 Phila St, Saratoga Springs, NY 12866",4.5,2
Boca Bistro,"384 Broadway, Saratoga Springs, NY 12866",4.5,2
Sperry's Restaurant,"30 1/2 Caroline St, Saratoga Springs, NY 12866",4.3,3
Taverna Novo,"62 Beekman St, Saratoga Springs, NY 12866",4.6,2
Forno Bistro,"541 Broadway, Saratoga Springs, NY 12866",4.5,2
The Brook Tavern,"139 Union Ave, Saratoga Springs, NY 12866",4.5,2
Compton's Restaurant,"457 Broadway, Saratoga Springs, NY 12866",4.6,1
Seneca Restaurant,"17 Division St, Saratoga Springs, NY 12866",4.7,N/A
30 Lake,"30 Lake Ave, Saratoga Springs, NY 12866",4.3,2
534 Bistro,"Inside The Saratoga Hilton, 534 Broadway, Saratoga Springs, NY 12866",4.2,N/A
Jacob & Anthony's,"38 High Rock Ave, Saratoga Springs, NY 12866",4.3,3
The Yellow Deli,"7771 NY-81, Oak Hill, NY 12460",4.7,1
Rissy Peas Cafe,"2939 NY-145, Preston-Potter Hollow, NY 12469",4.8,N/A
Tom's Hot Dogs,"104 Maple Ave, Greenville, NY 12083",5,N/A
Angel's,"1622, 2373 NY-145, East Durham, NY 12423",4.3,1
Five Furlongs Tavern,"2478 NY-145, East Durham, NY 12423",4.4,N/A
Mi Casa,"72 Congress St, Troy, NY 12180",4.4,1
Nighthawks,"461 Broadway, Troy, NY 12180",4.6,2
Lime Leaf Thai Bistro,"32 4th St, Troy, NY 12180",4.7,N/A
Moscatiello's Italian Family Restaurant,"99 N Greenbush Rd, Troy, NY 12180",4.2,2
Fultonham Country Corner,"NY-30, Fultonham, NY 12071",4.6,1
Subway,"340 Main St, Middleburgh, NY 12122",4.2,1
The Bishop,"90 N Pearl St, Albany, NY 12207",4.3,N/A
Emmanuel Thai Restaurant,"35 Maiden Ln, Albany, NY 12207",4.5,2
dp An American Brasserie,"25 Chapel St, Albany, NY 12210",4.4,3
Tammy's Candy Kettle,"5154 NY-7, Hoosick Falls, NY 12090",4.8,N/A
The Local Dining and Spirits,"132 S Main St, Northville, NY 12134",4.6,N/A
Timeless Tavern,"162 S Main St, Northville, NY 12134",4.5,2
Dragon City,"112 S Main St, Northville, NY 12134",4.4,2
Jay's Village Cafe & Pizzeria,"172 S Main St, Northville, NY 12134",4.3,2
Cristiano's Pizza,"662 NY-30, Northville, NY 12134",4.7,1
Northampton Diner,"1205 NY-30, Mayfield, NY 12117",4.8,1
Sport Island Pub & Restaurant,"108 Riverside Dr, Northville, NY 12134",4.4,2
Mark's Pizza,"3017 Main St, Valatie, NY 12184",4.6,2
Our Daily Bowl,"Schenectady, NY 12306",4.8,N/A
Star's Cafe,"1365 NY-5S, Amsterdam, NY 12010",4.1,1
Roy Rogers,"MP 168 Westbound, NY State Thruway, Pattersonville, NY 12137",2.5,1
PJ Fresh Marketplace,"1128 Duanesburg Rd, Rotterdam, NY 12306",0,N/A
MKT,"New York State Thruway, Mile, Post 168 West, Pattersonville, NY 12137",2.1,N/A
Alpine Grille,"920 NY-30, Northville, NY 12134",4.9,2
Haskells Inn,"3655 NY-8, Cold Brook, NY 13324",4.6,1
Indian Flame,"51 Main Ave, Wynantskill, NY 12198",4.8,2
HMS Host,"335 NY-144, New Baltimore, NY 12124",4,N/A
Trackside Pizza & More,"1 Railroad Ave, Ravena, NY 12143",4.4,1
Tipsy Moose Tap & Tavern,"62 Vandenburgh Ave, Troy, NY 12180",4.4,2
The Iron Works,"15 Campbell Ave, Troy, NY 12180",4.4,N/A
Celadon Thai Restaurant,"860 Loudon Rd, Latham, NY 12110",4.5,2
Red Apple Buffet,"813 E Main St #2, Cobleskill, NY 12043",3.3,1
Ferrari's,"1254 Congress St, Schenectady, NY 12303",4.6,2
Malcolm's,"617 Union St, Schenectady, NY 12305",4.7,N/A
The Ugly Rooster Cafe LLC,"312 N 3rd Ave, Mechanicville, NY 12118",4.7,1
Delmonico's Italian Steakhouse,"3 Northside Dr., Clifton Park, NY 12065",4.5,2
Shalimar Restaurant of Clifton Park,"15 Park Ave, Clifton Park, NY 12065",4.4,1
Bon,"Stillwater, NY 12118",0,N/A
Yummy Yummy,"6 Price Chopper Plaza, Mechanicville, NY 12118",4.3,N/A
Beijing House Restaurant,"15 NY-236 Suite 3, Clifton Park, NY 12065",4,N/A
The End Zone Sports Pub & Restaurant,"227 Park Ave, Mechanicville, NY 12118",4.3,2
Our Place Bar & Grill,"46 NY-146, Mechanicville, NY 12118",3.3,N/A
Labella Pizza & Pasta,"15 NY-236, Clifton Park, NY 12065",3.8,2
Nonna Maria's Italian Kitchen,"1505 US-9, Clifton Park, NY 12065",4.7,2
Oriental,"219 Park Ave, Mechanicville, NY 12118",4,2
Casa Reyes,"11800 NY-40, Schaghticoke, NY 12154",4.8,N/A
Mechanicville House of Pizza,"35 Park Ave, Mechanicville, NY 12118",3.9,N/A
Sub King,"110 Park Ave, Mechanicville, NY 12118",3.9,1
Dom's Pizza Subs & Wings,"677 Hudson Ave, Stillwater, NY 12170",4.2,2
The Courtside Grille,"390 NY-146, Halfmoon, NY 12065",0,N/A
Bocca Osteria,"5438 NY-28, Cooperstown, NY 13326",4.5,2
Upstate Bar and Grill,"5418 NY-28, Cooperstown, NY 13326",4.4,2
Natty Bumppo's,"8 Hoffman Ln, Cooperstown, NY 13326",4.5,N/A
Toscana of Cooperstown,"64 Main St, Cooperstown, NY 13326",4.6,2
Pioneer Patio Restaurant,"46 Pioneer St # 2, Cooperstown, NY 13326",3.6,N/A
Doubleday Cafe,"93 Main St, Cooperstown, NY 13326",4.5,2
New York Pizzeria,"75 Chestnut St, Cooperstown, NY 13326",4.5,2
Cooperstown Diner,"136 Main St, Cooperstown, NY 13326",4.4,1
Lake Front,"10 Fair St, Cooperstown, NY 13326",4.2,2
Nicoletta's Italian Cafe,"96 Main St, Cooperstown, NY 13326",4.6,2
Otsey's Diner,"10 Fair St, Cooperstown, NY 13326",0,N/A
Cooley's Stone House Tavern,"49 Pioneer St, Cooperstown, NY 13326",4.3,2
Hawkeye Bar & Grill,"60 Lake St, Cooperstown, NY 13326",4.4,2
Batter's Up,"124 Main St, Cooperstown, NY 13326",5,N/A
Sal's Pizzeria of Cooperstown,"110 Main St, Cooperstown, NY 13326",4.1,1
Dining Room at The Otesaga Hotel,"Otesaga Resort Hotel, 60 Lake St, Cooperstown, NY 13326",4.6,N/A
Chili's Grill & Bar,"382 Rte 9W, Glenmont, NY 12077",3.9,2
Applebee's Grill + Bar,"291 Rte 9W, Glenmont, NY 12077",3.7,2
Five Guys,"241 Route 9 West, Glenmont, NY 12077",4.5,2
Paesan's Pizza & Restaurant,"273 Columbia Turnpike, Rensselaer, NY 12144",4.1,1
Manor House Pizza,"166 Columbia Turnpike #4, Rensselaer, NY 12144",4.5,1
Nishiki sushi,"501 Columbia Turnpike #59, Rensselaer, NY 12144",4.5,2
Akira Albany (Glenmont Location),"385 Rte 9W, Glenmont, NY 12077",4.4,2
West Wok,"392 Feura Bush Rd, Glenmont, NY 12077",3.9,1
Bellini's Italian Eatery - Latham,"624 Loudon Rd, Latham, NY 12110",4.4,2
Subway,"211 NY-30A, Schoharie, NY 12157",3.3,1
Angela's Pizza & Pasta,"329 Glenmont Rd, Glenmont, NY 12077",4,1
Romo's Pizza,"365 Feura Bush Rd, Glenmont, NY 12077",4.4,2
Southwok,"326 Glenmont Rd, Glenmont, NY 12077",4.1,1
Jim's Irish Harbor Pub,"20 Little Mohawk St, Canajoharie, NY 13317",4.3,1
Mediterranean Kitchen,"18 Canal St, Fort Plain, NY 13339",4.7,N/A
Table At Fort Plain,"70 Canal St, Fort Plain, NY 13339",4.8,N/A
Proprietor's Lodge,"22 Waubeek Rd, Pittsfield, MA 01201",4.3,N/A
Gardner's Coffee Shoppe,"15879 NY-22, Stephentown, NY 12168",4.4,1
Trattoria Rustica,"27 Mc Kay St, Pittsfield, MA 01201",4.3,2
101 Restaurant & Bar,"1 West St, Pittsfield, MA 01201",4.4,N/A
Zucchini's,"1331 North St, Pittsfield, MA 01201",4.4,2
Casual Dining Banquets,"1354 North St, Pittsfield, MA 01201",4,N/A
Biggins Diggins,"545 South Main Street 75 South Church St pittsfield, Lanesborough, MA 01237",4.6,N/A
Olde Bryan Inn,"123 Maple Ave, Saratoga Springs, NY 12866",4.6,2
Solevo Kitchen,"55 Phila St, Saratoga Springs, NY 12866",4.6,N/A
Scallions,"44 Lake Ave, Saratoga Springs, NY 12866",4.6,2
Osteria Danny,"26 Henry St, Saratoga Springs, NY 12866",4.6,3
Augie's Family Style Italian To Go,"223 Lake Ave, Saratoga Springs, NY 12866",4.8,2
Siro's Restaurant - Bar,"168 Lincoln Ave, Saratoga Springs, NY 12866",4.3,N/A
The District,"43 Phila St, Saratoga Springs, NY 12866",5,N/A
Seconds Restaurant,"7 2nd St, Athens, NY 12015",5,N/A
Plaza Diner,"300 Fairview Ave, Hudson, NY 12534",4.1,2
Charlie O'Neill's Cafe,"7 Co Rd 85, Cairo, NY 12413",4.7,1
Tony's Pizza and Pasta,"9495 NY-32, Freehold, NY 12431",4.8,N/A
Brunswick Cream,"1333 Hoosick Rd, Troy, NY 12180",4.6,N/A
Orchard Tavern West,"2050 Western Ave, Guilderland, NY 12084",4.2,N/A
The Greek House,"27 3rd St, Troy, NY 12180",4.3,N/A
Kismet Mediterranean Grill,"1116 Madison Ave, Albany, NY 12208",4.6,2
Daley's On Yates,"10 Yates St, Schenectady, NY 12305",4.5,N/A
Stella Pasta Bar & Bistro | Seven Points Brewery,"237 Union St, Schenectady, NY 12305",4.7,2
Smokey Bones Colonie,"1557 Central Ave, Colonie, NY 12205",4.1,2
Zaitoon Kitchen,"471 Troy-Schenectady Rd, Latham, NY 12110",4.5,1
Red Onion,"1654 NY-212, Saugerties, NY 12477",4.6,3
Reginato,"34 Leggs Mills Rd #5101, Lake Katrine, NY 12449",4.6,2
Casa Vallarta Mexican Restaurant,"1571 Ulster Ave Unit 4, Lake Katrine, NY 12449",4.5,2
La Florentina Restaurant,"606 Ulster Ave, Kingston, NY 12401",4.4,2
Seasoned Delicious Foods,"11 Lohmaier Ln, Lake Katrine, NY 12449",4.6,N/A
Pupuseria Mi Ranchito Restaurant,"614 Broadway, Kingston, NY 12401",4.6,1
Blue Mountain Bistro-to-Go,"948 NY-28, Kingston, NY 12401",4.6,2
Christina's,"812 Ulster Ave, Kingston, NY 12401",4.5,2
The Tortilla Taco Bar,"38 Broadway, Kingston, NY 12401",4.7,N/A
PUB,"17 Mill Hill Rd, Woodstock, NY 12498",4.1,2
La Hacienda,"680 Broadway, Kingston, NY 12401",4.3,1
Mi Casita,"720 Broadway, Kingston, NY 12401",4.1,1
Front Street Tavern,"63 N Front St, Kingston, NY 12401",4.4,2
La Roma,"405 Broadway, Ulster Park, NY 12487",4.4,1
Namaste Indian Restaurant,"3112 Rte 9W, Saugerties, NY 12477",4.4,2
Sue's,"3101 Rte 9W, Saugerties, NY 12477",4.5,N/A
Frank Guido's Little Italy,"14 Thomas St, Kingston, NY 12401",4.6,2
Stella's,"44 N Front St, Kingston, NY 12401",4.4,2
The Bear Cantina,"295A Tinker St, Woodstock, NY 12498",4.4,3
Urban Fork,"340 E Chester St, Kingston, NY 12401",4.5,N/A
The Country Inn and Petaly's Restaurant,"1380 Co Rd 2, Olivebridge, NY 12461",4.4,N/A
Troy's Deli & Pizzeria,"366 Samsonville Rd, Kerhonkson, NY 12446",4.2,1
Don Juan,"6508 US-209, Kerhonkson, NY 12446",4.3,2
Stone House Tavern,"4802 US-209, Accord, NY 12404",4.6,2
Helena Specialty Pierogies,"5754 Rte 209, Kerhonkson, NY 12446",4.8,N/A
Kerhonkson Diner,"6315 US-209, Kerhonkson, NY 12446",4.4,1
Yang's Kitchen,"6314 Rte 209, Kerhonkson, NY 12446",4.3,N/A
Westwind Orchard,"215 Lower Whitfield Rd, Accord, NY 12404",4.5,2
The Apiary at Arrowood Farms,"236 Lower Whitfield Rd Unit 2, Accord, NY 12404",5,N/A
Cancelliere Pizzeria,"6320 Rte 209, Kerhonkson, NY 12446",4.4,2
Outpost BBQ at the Kerhonkytonk Roadhouse,"6611 US-209, Kerhonkson, NY 12446",4.6,1
BABA FOOD TRUCK + SHOP,"5938 US-209, Kerhonkson, NY 12446",5,N/A
Sammy Brown's Restaurant,"115 Canal St, Ellenville, NY 12428",4.6,N/A
Ricke Len's,"7604 US-209, Napanoch, NY 12458",4.4,1
Aroma Thyme Bistro,"165 Canal St, Ellenville, NY 12428",4.6,2
"The Paper Mill Restaurant, Bar & Events","7400 US-209, Napanoch, NY 12458",4.2,N/A
Veggie Oasis,"3187 NY-28, Shokan, NY 12481",4.8,N/A
Village Pizza,"3091 NY-28, Shokan, NY 12481",4.3,1
Marbella,"151 Canal St, Ellenville, NY 12428",4.7,3
Ming Moon,"3110 NY-28, Shokan, NY 12481",4,N/A
Le Canard Enchaine,"276 Fair St, Kingston, NY 12401",4.6,3
Chops Grille,"33 John St, Kingston, NY 12401",4.4,2
Cucina,"109 Mill Hill Rd, Woodstock, NY 12498",4.3,3
Hoffman House,"94 N Front St, Kingston, NY 12401",4.5,2
Sky View Mexican Restaurant,"237 Forest Hill Dr, Kingston, NY 12401",4.4,2
Diego's Taqueria,"38 John St, Kingston, NY 12401",4.7,2
Millstream,"114 Mill Hill Rd, Woodstock, NY 12498",4.3,N/A
Opa! Gyros Greek Restaurant,"333 Wall St, Kingston, NY 12401",4.6,2
The Lunchbox,"275 Fair St, Kingston, NY 12401",5,N/A
The Anchorage Restaurant and Marina,"182 Canal St, Eddyville, NY 12401",4.4,N/A
Restaurant Kinsley,"301 Wall St, Kingston, NY 12401",4.8,N/A
Reservoir Inn,"157 Basin Rd, West Hurley, NY 12491",4.3,2
Eddy's,"742 Broadway, Kingston, NY 12401",4.3,N/A
Hickory BBQ & Smokehouse,"743 NY-28, Kingston, NY 12401",4.3,2
Trotwood Restaurant & Bar,"230 Winter Clove Rd, Round Top, NY 12473",4.8,N/A
Mountain Brauhaus,"403 Winter Clove Rd, Round Top, NY 12473",4.3,N/A
Mike's Diner,"6306 NY-32, Catskill, NY 12414",4.6,1
Tiny Bites at A Tiny House Resort,"2754 Co Rd 23B, South Cairo, NY 12482",4,N/A
Trattoria Locale,"42287 NY-28, Margaretville, NY 12455",4.7,N/A
Peekamoose Restaurant,"8373 NY-28, Big Indian, NY 12410",4.6,3
Binnekill Tavern,"746 Main St, Margaretville, NY 12455",4.3,2
Inn Between,"42377 NY-28, Margaretville, NY 12455",4.1,2
La Cabana,"966 Main St, Fleischmanns, NY 12430",4.2,1
Tito Bandito's,"302 Main St, Pine Hill, NY 12465",4.3,N/A
Aegean Flavor Greek Food Takeout,"932 Main St, Fleischmanns, NY 12430",4.9,N/A
Goatie Whites,"46 Depot St, Fleischmanns, NY 12430",4.5,1
TJ's Cafe,"43021 NY-28, Arkville, NY 12406",4.6,N/A
Oakley's Wood-Fired Pizza & Grill,"44681 NY-28, Arkville, NY 12406",4.6,1
Brothers pizzeria,"43263 NY-28, Arkville, NY 12406",4.5,N/A
BUN N' CONE,"86 Bridge St, Margaretville, NY 12455",4.2,1
Crazy River Cafe & Deli,"42287 NY-28, Margaretville, NY 12455",4.5,1
Dandelion - Restaurant,"212 McKenley Hollow Rd, Big Indian, NY 12410",5,N/A
picnic!,"75 Bridge St, Margaretville, NY 12455",4.6,1
Arkville Bread & Breakfast,"43285 NY-28, Arkville, NY 12406",4.6,1
Three Brothers,"43263 NY-28, Arkville, NY 12406",0,N/A
Waffle Cabin,"181 Galli Curci Rd, Highmount, NY 12441",3,N/A
Public House,"37 Alpine Rd, Big Indian, NY 12410",5,N/A
Ming Moon,"684 Main St, Margaretville, NY 12455",3.6,N/A
Windham Pizzeria,"5339 NY-23, Windham, NY 12496",4.4,N/A
Waffle Cabin,"37 Pond Ln, Windham, NY 12496",5,N/A
&Breakfast by Albergo,"43 NY-296 #267, Windham, NY 12496",4.9,N/A
Zack's Place,"383 NY-296, Hensonville, NY 12439",4.6,N/A
East Coast Street Tacos,"33 Clarence D Lane Rd, Windham, NY 12496",5,N/A
