40.922326,-72.637078
40.922326,-72.637078
40.992288,-72.723496
40.750422,-73.996328
40.718758,-73.986427
40.730223,-73.988564
40.696355,-74.025276
40.706903,-74.008654
40.708834,-74.013168
40.713941,-74.007401
40.780751,-73.977182
40.72775,-73.980396
40.739024,-73.983542
40.740916,-73.999769
40.729124,-73.991582
40.722105,-74.003497
40.738088,-74.005095
40.780751,-73.977182
40.745527,-73.978449
40.752955,-73.973196
40.755332,-73.993172
40.765926,-73.985443
40.735449,-73.996788
40.768823,-73.960257
40.758775,-73.967842
40.776765,-73.982213
40.80813,-73.965653
40.798664,-73.967778
40.802918,-73.953107
40.812242,-73.9532
40.776629,-73.953914
40.791884,-73.943517
40.818474,-73.94329
40.823438,-73.949039
40.839137,-73.942181
40.851293,-73.934764
40.863194,-73.926959
40.801913,-73.9347
40.75953,-73.989847
40.813884,-73.938498
40.710223,-74.003368
40.826736,-73.939398
40.858692,-73.930999
40.703801,-74.009814
40.780751,-73.977182
40.761812,-73.950521
40.70859,-74.008687
40.780751,-73.977182
40.780751,-73.977182
40.71254,-74.013289
40.780751,-73.977182
40.780751,-73.977182
40.777952,-73.988381
40.780751,-73.977182
40.780751,-73.977182
40.780751,-73.977182
40.780751,-73.977182
40.780751,-73.977182
40.780751,-73.977182
40.780751,-73.977182
40.780751,-73.977182
40.748181,-73.988421
40.780751,-73.977182
40.748181,-73.988421
40.780751,-73.977182
40.780751,-73.977182
40.780751,-73.977182
40.760264,-73.97624
40.760943,-73.979908
40.762808,-73.978534
40.765243,-73.980438
40.766429,-73.982728
40.780751,-73.977182
40.780751,-73.977182
40.753987,-73.980811
40.759224,-73.977762
40.759287,-73.979808
40.780751,-73.977182
40.780751,-73.977182
40.811115,-73.96423
40.780751,-73.977182
40.780751,-73.977182
40.748998,-73.986467
40.780751,-73.977182
40.750629,-73.989426
40.74964,-73.991889
40.751757,-73.992171
40.751489,-73.990537
40.780751,-73.977182
40.780751,-73.977182
40.780751,-73.977182
40.780989,-73.95158
40.780751,-73.977182
40.780751,-73.977182
40.780751,-73.977182
40.780751,-73.977182
40.780751,-73.977182
40.780751,-73.977182
40.780751,-73.977182
40.780751,-73.977182
40.763419,-73.973971
40.758937,-73.97302
40.764068,-73.97348
40.758304,-73.973468
40.761104,-73.968036
40.780751,-73.977182
40.780751,-73.977182
40.749435,-73.9758
40.780751,-73.977182
40.780751,-73.977182
40.780751,-73.977182
40.769945,-73.951117
40.780751,-73.977182
40.780751,-73.977182
40.752351,-73.979132
40.754591,-73.976238
40.754858,-73.97497
40.751933,-73.976794
40.75474,-73.976595
40.752621,-73.97548
40.756447,-73.974821
40.755839,-73.975279
40.754305,-73.979564
40.751656,-73.97516
40.754305,-73.979782
40.75557,-73.978877
40.755332,-73.976082
40.751378,-73.978507
40.780751,-73.977182
40.780751,-73.977182
40.780751,-73.977182
40.780751,-73.977182
40.780751,-73.977182
40.750308,-74.00058
40.780751,-73.977182
40.780751,-73.977182
40.780751,-73.977182
40.780751,-73.977182
40.780751,-73.977182
40.780751,-73.977182
40.780751,-73.977182
40.780751,-73.977182
40.780751,-73.977182
40.780751,-73.977182
40.780751,-73.977182
40.780751,-73.977182
40.780751,-73.977182
40.780751,-73.977182
40.780751,-73.977182
40.706925,-74.008154
40.708918,-74.011066
40.780751,-73.977182
40.780751,-73.977182
40.780751,-73.977182
40.780751,-73.977182
40.780751,-73.977182
40.780751,-73.977182
40.780751,-73.977182
40.712697,-74.007812
40.708857,-74.016217
40.714643,-74.014958
40.716597,-74.01459
40.71533,-74.016306
40.714231,-74.011895
40.780751,-73.977182
40.623632,-74.093323
40.628923,-74.137947
40.631697,-74.165016
40.608389,-74.093684
40.596828,-74.077837
40.559668,-74.12241
40.510723,-74.24194
40.551191,-74.148893
40.531767,-74.218779
40.632943,-74.118669
40.605245,-74.179485
40.545163,-74.174692
40.564393,-74.146836
40.591006,-74.150741
40.819329,-73.920355
40.838729,-73.921605
40.852728,-73.912455
40.807129,-73.918405
40.815029,-73.908355
40.830529,-73.908655
40.846129,-73.898255
40.864728,-73.889855
40.825629,-73.893605
40.841829,-73.879004
40.845279,-73.843103
40.842729,-73.854703
40.879528,-73.904355
40.863028,-73.799802
40.826879,-73.825153
40.859878,-73.841003
40.876328,-73.870404
40.870978,-73.900505
40.869978,-73.844903
40.87143,-73.862303
40.899178,-73.898677
40.829529,-73.865704
40.816229,-73.860304
40.813929,-73.884104
40.874878,-73.827653
40.851549,-73.840908
41.293169,-73.759033
41.015096,-73.841478
41.025947,-73.87185
41.075185,-73.761247
41.33431,-73.749244
41.123741,-73.718481
41.229037,-73.697998
41.415979,-73.725197
41.05978,-73.829802
41.259961,-73.943495
41.429571,-73.777626
41.078957,-73.775547
41.455213,-73.812479
41.300561,-73.861217
41.269896,-73.612074
41.347727,-73.661014
41.122622,-73.867258
41.234256,-73.926165
41.011147,-73.865178
41.058732,-73.836784
41.375016,-73.931844
41.300361,-73.647891
41.323246,-73.757911
40.979118,-73.723036
41.019105,-73.812077
41.013742,-73.835421
41.079553,-73.856051
41.338568,-73.735548
41.271614,-73.687334
41.394819,-73.718016
41.090197,-73.755284
41.333398,-73.724257
41.412395,-73.752059
41.372581,-73.760132
40.949199,-73.738779
41.119008,-73.732996
41.201373,-73.796456
41.281975,-73.797555
41.25126,-73.942877
41.197329,-73.72286
40.909838,-73.83389
41.119008,-73.732996
41.011586,-73.798391
40.909449,-73.822109
41.119008,-73.732996
41.119008,-73.732996
41.119008,-73.732996
41.331814,-73.608451
41.109701,-73.827995
41.28383,-73.893116
41.284044,-73.893116
41.131069,-73.792214
41.119008,-73.732996
41.119008,-73.732996
41.022193,-73.679799
41.208519,-73.568126
41.002757,-73.751025
41.315779,-73.645145
41.399262,-73.776871
40.955237,-73.744725
41.119008,-73.732996
40.992686,-73.799476
41.328737,-73.742268
41.330892,-73.823549
41.326544,-73.693685
